	PA3423	PA0084	PA2455	PA3029	PA1588	PA2220	PA4656	PA3585	PA1325	PA3067	PA1018	PA3558	PA2145	PA4624	PA5159	PA1429	PA5032	PA4551	PA1532	PA2918	PA0748	PA4370	PA3387	PA4813	PA4142	PA1365	PA1214	PA1687	PA0638	PA1558	PA2809	PA2648	PA0193	PA3770	PA2792	PA0221	PA4197	PA3414	PA0029	PA0055	PA5460	PA1342	PA4772	PA1466	PA2356	PA0816	PA5367	PA3406	PA0868	PA4755	PA1489	PA3083	PA1909	PA4309	PA4903	PA2713	PA0330	PA1907	PA0982	PA4103	PA1774	PA4567	PA5508	PA1524	PA2118	PA4842	PA3564	PA4264	PA1064	PA0341	PA1345	PA2478	PA0077	PA1232	PA1878	PA2875	PA4436	PA2812	PA1286	PA3173	PA2662	PA0106	PA0405	PA0499	PA3658	PA0644	PA3190	PA1471	PA0096	PA3023	PA1766	PA4217	PA0996	PA3950	PA5115	PA0505	PA0114	PA5150	PA4042	PA2678	PA5112	PA3528	PA4610	PA1692	PA3056	PA5552	PA0999	PA4667	PA1252	PA0672	PA4146	PA1382	PA2816	PA1939	PA1706	PA1370	PA1363	PA2418	PA1255	PA4504	PA0760	PA4358	PA0028	PA1225	PA0027	PA5509	PA4155	PA1552	PA5091	PA0803	PA2217	PA4237	PA3404	PA0556	PA3861	PA3494	PA1527	PA2043	PA1547	PA0233	PA3128	PA2772	PA1475	PA3309	PA1491	PA1493	PA4792	PA4347	PA2090	PA3466	PA4305	PA3501	PA2727	PA1006	PA0569	PA5393	PA3858	PA1637	PA5263	PA5207	PA4789	PA1694	PA1130	PA4453	PA1960	PA2770	PA4760	PA2451	PA1049	PA4513	PA4281	PA0497	PA2182	PA3579	PA0372	PA3053	PA4334	PA4494	PA4814	PA0901	PA5274	PA0571	PA1306	PA3115	PA5319	PA0299	PA2307	PA3722	PA3094	PA3367	PA2577	PA3764	PA5116	PA2218	PA2614	PA4125	PA4024	PA0425	PA2225	PA3735
GSM1662224_PAO1_2.CEL	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.022428	0.5065	0.66524	0.57873	0.16889	0.1593	0.54115	0.72362	0.54258	0.31199	0.35617	0.20282	0.39731	0.46021	0.5185	0.12899	0.22755	0.20107	0.26161	0.10117	0.52775	0.35278	0.34576	0.44104	0.1424	0.42441	0.37503	0.26474	0.76857	0.53284	0.46125	0.27842	0.65814	0.26683	0.52976	0.63864	0.32952	0.53807	0.27053	0.13598	0.19742	0.3033	0.23801	0.31574	0.7415	0.19548	0.57159	0.51967	0.33689	0.20047	0.55803	0.50782	0.4251	0.54029	0.3129	0.31461	0.17593	0.59886	0.10981	0.68825	0.071652	0.53836	0.2169	0.48632	0.59429	0.21443	0.51607	0.51708	0.38155	0.61959	0.24632	0.26222	0.14224	0.38325	0.57136	0.72595	0.45309	0.17349	0.28609	0.28973	0.3986	0.53247	0.56652	0.28812	0.69088	0.2795	0.6252	0.20824	0.30362	0.50097	0.19167	0.45213	0.32829	0.23036	0.23406	0.49447	0.14526	0.29588	0.65663	0.19837	0.52084
GSM774131_CF333-2007b.CEL	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.022622	0.34269	0.68799	0.2115	0.25594	0.77888	0.77921	0.207	0.75551	0.3082	0.19921	0.087599	0.26836	0.2954	0.074566	0.19831	0.022751	0.41635	0.28916	0.14202	0.15468	0.67873	0.53127	0.34459	0.27018	0.27663	0.33284	0.063935	0.82446	0.27128	0.30089	0.30502	0.71226	0.24619	0.63468	0.83462	0.53336	0.65131	0.25803	0.26795	0.39943	0.28982	0.45632	0.69404	0.20696	0.18322	0.60741	0.36773	0.36093	0.18075	0.72932	0.1929	0.17845	0.7103	0.67302	0.52825	0.30718	0.43447	0.44455	0.74873	0.14478	0.8196	0.27175	0.10797	0.80293	0.44598	0.77402	0.60778	0.21182	0.55512	0.26758	0.60281	0.18483	0.24688	0.8142	0.62469	0.59975	0.35111	0.50627	0.30693	0.51105	0.68987	0.62186	0.61119	0.62365	0.56051	0.64191	0.16987	0.33177	0.36938	0.24333	0.44928	0.73853	0.32802	0.33074	0.73975	0.046771	0.27863	0.81349	0.10985	0.7605
GSM1206652_WT-PRC-2.CEL	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.023755	0.46187	0.60886	0.17161	0.14174	0.41329	0.57871	0.42191	0.61906	0.31792	0.17783	0.35067	0.41668	0.20311	0.1936	0.34187	0.22224	0.27185	0.33396	0.18834	0.24978	0.04465	0.21714	0.23065	0.2805	0.23521	0.2272	0.23797	0.50737	0.25861	0.36692	0.32371	0.51132	0.45959	0.14886	0.36998	0.64283	0.49461	0.50623	0.47407	0.36319	0.19168	0.22138	0.28491	0.26004	0.68848	0.51327	0.28022	0.26163	0.19228	0.38862	0.21278	0.40116	0.35851	0.54473	0.25421	0.55998	0.44449	0.49134	0.48149	0.28345	0.50962	0.28994	0.18584	0.66771	0.39436	0.27306	0.26386	0.34853	0.67825	0.21296	0.5873	0.27284	0.080306	0.36162	0.44437	0.41432	0.2886	0.36821	0.46245	0.38296	0.66187	0.32224	0.34289	0.32214	0.33099	0.25659	0.2821	0.54271	0.219	0.32446	0.65349	0.57725	0.12784	0.28749	0.67556	0.23819	0.73312	0.32972	0.19174	0.38841
GSM261934.CEL	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.024505	0.45379	0.72824	0.63119	0.27096	0.26666	0.48016	0.13472	0.55043	0.26504	0.18923	0.39237	0.40552	0.27297	0.14828	0.14495	0.10179	0.33316	0.23706	0.21876	0.11302	0.57619	0.40587	0.34777	0.4778	0.22283	0.3478	0.29628	0.76043	0.514	0.39342	0.26177	0.64955	0.35036	0.3508	0.62111	0.60668	0.63871	0.2566	0.146	0.41513	0.60729	0.3521	0.23242	1	0.26744	0.44794	0.35407	0.34716	0.32532	0.53712	0.11997	0.1334	0.54831	0.18107	0.36303	0.56407	0.38197	0.44901	0.42057	0.28812	0.5715	0.29696	0.14664	0.73142	0.20781	0.49658	0.61353	0.29649	0.63586	0.44598	0.2196	0.19396	0.19247	0.49806	0.44747	0.63073	0.3378	0.3585	0.59479	0.74478	0.50729	0.60614	0.37319	0.76672	0.46604	0.73118	0.24747	0.046576	0.50741	0.13824	0.46081	0.58549	0.44056	0.13882	0.90364	0.34961	0.13099	0.59749	0.1689	0.78222
fos1aerobic_Pae_G1a.CEL	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.024569	0.31079	0.49989	0.29818	0.29413	0.54105	0.50148	0.53587	0.64234	0.14518	0.23308	0.20018	0.48457	0.062238	0.10124	0.15737	0.19611	0.4051	0.21975	0.11925	0.06088	0.30767	0.45371	0.37043	0.24507	0.27968	0.21963	0.13437	0.45817	0.20244	0.37061	0.23071	0.41819	0.2509	0.25696	0.39013	0.72082	0.7339	0.28537	0.68449	0.33719	0.2777	0.44647	0.22052	0.64377	0.60242	0.33153	0.1194	0.41065	0.11372	0.43171	0.24536	0.10584	0.55145	0.43107	0.26948	0.35075	0.46067	0.43614	0.56129	0.46375	0.34608	0.22407	0.33442	0.74282	0.29633	0.42161	0.35076	0.28484	0.71284	0.11055	0.34248	0.3776	0.19214	0.32127	0.51064	0.34265	0.26212	0.71243	0.4002	0.40364	0.75448	0.3982	0.38719	0.42639	0.48895	0.16847	0.18673	0.38335	0.15384	0.30947	0.17664	0.71652	0.1159	0.33341	0.61135	0.16234	0.15593	0.65933	0.17972	0.26573
GSM208605.CEL	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.024583	0.37993	0.89716	0.23206	0.34022	0.29709	0.79896	0.87323	0.89106	0.24911	0.1998	0.27821	0.289	0.18627	0.20375	0.45723	0.06836	0.27953	0.20726	0.075785	0.083906	0.44437	0.39387	0.24645	0.16368	0.15018	0.18648	0.12954	0.85053	0.24063	0.37325	0.23565	0.81411	0.13496	0.40789	0.78725	0.62158	0.91264	0.30059	0.4036	0.29441	0.36217	0.27474	0.28108	0.51979	0.19382	0.76022	0.32083	0.4198	0.4236	0.8213	0.086027	0.16329	0.84865	0.55563	0.4495	0.17992	0.37212	0.27999	0.71201	0.16679	0.62594	0.41755	0.067418	0.81675	0.15669	0.51345	0.50478	0.25598	0.61161	0.25698	0.57136	0.19769	0.12513	0.64514	0.75722	0.71129	0.18285	0.63837	0.23176	0.46038	0.72736	0.66059	0.71793	0.73257	0.42824	0.59237	0.47838	0.27379	0.57772	0.16864	0.33521	0.6932	0.15954	0.15075	0.98356	0.12608	0.17483	0.80527	0.16207	0.73638
GSM177218.CEL	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.024609	0.66671	0.66459	0.30309	0.41936	0.39626	0.68306	0.80195	0.68796	0.37583	0.2711	0.35072	0.58278	0.57119	0.57968	0.37568	0.35791	0.40358	0.33282	0.14552	0.43567	0.26467	0.35535	0.71173	0.32316	0.65384	0.25511	0.18996	0.72617	0.44736	0.43379	0.29115	0.53024	0.15093	0.32661	0.63399	0.40632	0.70743	0.19406	0.23791	0.2771	0.33257	0.34131	0.34603	0.64523	0.11714	0.70589	0.42915	0.40107	0.17977	0.50775	0.42788	0.37093	0.58961	0.3413	0.39049	0.25752	0.53776	0.2189	0.5123	0.11818	0.65155	0.35921	0.58136	0.62193	0.20423	0.42673	0.52137	0.21729	0.492	0.2713	0.44238	0.15659	0.36924	0.44938	0.65259	0.53504	0.1816	0.37775	0.32327	0.33754	0.63842	0.58695	0.35714	0.73807	0.30788	0.67198	0.1544	0.32675	0.53525	0.19358	0.51643	0.68196	0.25917	0.33477	0.58697	0.19857	0.3685	0.66426	0.22436	0.56315
GSM1608068_Biofilm+12hrcipro_rep2.CEL	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.024652	0.46886	0.58966	0.56155	0.3022	0.65809	0.37263	0.18308	0.52867	0.31537	0.32289	0.37343	0.64729	0.46639	0.27745	0.30827	0.13455	0.30033	0.31236	0.16546	0.26283	0.46347	0.46248	0.27956	0.255	0.17162	0.20788	0.20205	0.32723	0.23348	0.32676	0.26906	0.54287	0.23755	0.17806	0.3811	0.38505	0.62956	0.12766	0.34414	0.22868	0.31962	0.68646	0.66648	0.65394	0.18201	0.40266	0.45381	0.31796	0.14295	0.53603	0.4121	0.39086	0.59296	0.48337	0.31218	0.3467	0.54812	0.15513	0.48223	0.13338	0.53726	0.32338	0.20371	0.52786	0.3604	0.71886	0.68363	0.28392	0.45995	0.21426	0.51159	0.1704	0.35359	0.4634	0.52361	0.34784	0.1868	0.3273	0.2864	0.34781	0.52839	0.43917	0.47607	0.74813	0.51217	0.66124	0.18778	0.37447	0.47686	0.24197	0.64662	0.71758	0.6973	0.31745	0.5839	0.15666	0.35829	0.53734	0.19367	0.32318
GSM2070488_OCio-11-PAO1_Ad94_cipro_2-Pae_G1a-a1.CEL	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.025064	0.48477	0.85611	0.38896	0.28909	0.38829	0.57292	0.29411	0.95843	0.19665	0.17208	0.26551	0.54244	0.30067	0.68533	0.22292	0.26151	0.2629	0.20492	0.12545	0.31259	0.38594	0.27963	0.17187	0.13622	0.14689	0.28411	0.11859	0.39957	0.20112	0.15738	0.17529	0.51616	0.24188	0.15625	0.69985	0.45714	0.91103	0.24628	0.559	0.23977	0.2601	0.39585	0.80792	0.59342	0.2445	0.5194	0.31716	0.46032	0.14167	0.77472	0.077157	0.42173	0.47741	0.67788	0.36153	0.27197	0.48784	0.021903	0.81664	0.14399	0.57426	0.18506	0.12983	0.59416	0.18068	0.41682	0.49358	0.21318	0.55613	0.12907	0.66475	0.18172	0.20375	0.87248	0.78011	0.5342	0.21082	0.87839	0.27137	0.36297	0.76942	0.59978	0.74465	0.71957	0.45783	0.79231	0.14646	0.3414	0.3587	0.29187	0.44656	0.75352	0.26113	0.30417	0.82282	0.17586	0.28518	0.65764	0.22216	0.55943
GSM267255.CEL	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.025899	0.43804	0.69958	0.45937	0.28647	0.51789	0.71918	0.8222	0.73875	0.31637	0.18122	0.42978	0.46362	0.30458	0.57931	0.25342	0.31187	0.18443	0.28383	0.16854	0.26182	0.24431	0.35679	0.426	0.23807	0.46808	0.48538	0.2264	0.38997	0.33889	0.27642	0.30934	0.54855	0.43942	0.29444	0.70566	0.42739	0.63818	0.27283	0.11303	0.23983	0.35655	0.40652	0.33158	0.77251	0.19588	0.59967	0.4353	0.54223	0.17182	0.64316	0.19515	0.47353	0.71253	0.269	0.51102	0.3957	0.44563	0.12617	0.62416	0.18545	0.67026	0.28276	0.22639	0.75001	0.22066	0.46993	0.74797	0.25946	0.75579	0.26214	0.45182	0.18107	0.16507	0.69963	0.6379	0.56901	0.15773	0.39936	0.4994	0.44787	0.62379	0.62557	0.4258	0.66702	0.38642	0.72849	0.2578	0.44239	0.58663	0.31447	0.59503	0.6307	0.32251	0.3675	0.54263	0.23442	0.24256	0.83216	0.24348	0.50347
GSM424834.CEL	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.02611	0.4708	0.64761	0.7051	0.65065	0.21708	0.5932	0.4223	0.43806	0.34247	0.30812	0.47122	0.77256	0.24066	0.34035	0.22424	0.24241	0.43981	0.45512	0.21585	0.37629	0.44119	0.4103	0.54788	0.4922	0.55486	0.34549	0.20109	0.22896	0.36577	0.38374	0.39049	0.35322	0.22398	0.40679	0.37486	0.31906	0.57966	0.27275	0.35033	0.64047	0.2622	0.37104	0.30936	0.85146	0.45073	0.44247	0.4057	0.49264	0.31785	0.44549	0.22373	0.38122	0.47193	0.40349	0.55888	0.44158	0.51013	0.32976	0.68371	0.38652	0.65617	0.39671	0.48842	0.59588	0.28559	0.3478	0.45599	0.27696	0.74305	0.33548	0.52349	0.36524	0.38229	0.39892	0.46424	0.45183	0.51737	0.35599	0.5328	0.2137	0.4291	0.66021	0.4735	0.68425	0.27276	0.40044	0.22524	0.25941	0.39748	0.11754	0.4772	0.41583	0.35363	0.45083	0.28844	0.26932	0.3376	0.44517	0.23215	0.34409
GSM663170_Pa_label_cDNA_5-13-08_s2.CEL	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.027186	0.70278	0.68177	0.5076	0.13039	0.40998	0.71928	0.1044	0.68623	0.84894	0.16719	0.34058	0.52193	0.51418	0.49249	0.16257	0.46679	0.2701	0.16059	0.22343	0.21984	0.41938	0.32615	0.23675	0.27783	0.21417	0.16461	0.10196	0.96084	0.25863	0.20663	0.24607	0.79015	0.16609	0.54255	0.82375	0.26154	0.58276	0.0095912	0.063996	0.25412	0.32362	0.48756	0.38425	0.70564	0.048568	0.63735	0.39869	0.38709	0.1008	0.68157	0.2953	0.51736	0.64958	0.28887	0.41156	0.25341	0.37134	0.23049	0.7394	0.12148	0.66976	0.21419	0.085602	0.76242	0.19976	0.68492	0.73143	0.22796	0.58283	0.18897	0.45799	0.16284	0.3078	0.4341	0.69253	0.60892	0.1008	0.42681	0.17889	0.44391	0.64085	0.51172	0.37153	0.78043	0.32043	0.57923	0.12008	0.52177	0.35459	0.15536	0.47129	0.49865	0.21622	0.40366	0.66192	0.1424	0.36665	0.53899	0.18642	0.90504
