	PA3423	PA0084	PA2455	PA3029	PA1588	PA2220	PA4656	PA3585	PA1325	PA3067	PA1018	PA3558	PA2145	PA4624	PA5159	PA1429	PA5032	PA4551	PA1532	PA2918	PA0748	PA4370	PA3387	PA4813	PA4142	PA1365	PA1214	PA1687	PA0638	PA1558	PA2809	PA2648	PA0193	PA3770	PA2792	PA0221	PA4197	PA3414	PA0029	PA0055	PA5460	PA1342	PA4772	PA1466	PA2356	PA0816	PA5367	PA3406	PA0868	PA4755	PA1489	PA3083	PA1909	PA4309	PA4903	PA2713	PA0330	PA1907	PA0982	PA4103	PA1774	PA4567	PA5508	PA1524	PA2118	PA4842	PA3564	PA4264	PA1064	PA0341	PA1345	PA2478	PA0077	PA1232	PA1878	PA2875	PA4436	PA2812	PA1286	PA3173	PA2662	PA0106	PA0405	PA0499	PA3658	PA0644	PA3190	PA1471	PA0096	PA3023	PA1766	PA4217	PA0996	PA3950	PA5115	PA0505	PA0114	PA5150	PA4042	PA2678	PA5112	PA3528	PA4610	PA1692	PA3056	PA5552	PA0999	PA4667	PA1252	PA0672	PA4146	PA1382	PA2816	PA1939	PA1706	PA1370	PA1363	PA2418	PA1255	PA4504	PA0760	PA4358	PA0028	PA1225	PA0027	PA5509	PA4155	PA1552	PA5091	PA0803	PA2217	PA4237	PA3404	PA0556	PA3861	PA3494	PA1527	PA2043	PA1547	PA0233	PA3128	PA2772	PA1475	PA3309	PA1491	PA1493	PA4792	PA4347	PA2090	PA3466	PA4305	PA3501	PA2727	PA1006	PA0569	PA5393	PA3858	PA1637	PA5263	PA5207	PA4789	PA1694	PA1130	PA4453	PA1960	PA2770	PA4760	PA2451	PA1049	PA4513	PA4281	PA0497	PA2182	PA3579	PA0372	PA3053	PA4334	PA4494	PA4814	PA0901	PA5274	PA0571	PA1306	PA3115	PA5319	PA0299	PA2307	PA3722	PA3094	PA3367	PA2577	PA3764	PA5116	PA2218	PA2614	PA4125	PA4024	PA0425	PA2225	PA3735
GSM774103_CF114-1973a.CEL	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.97664	0.48897	1	0.29776	0.96151	0.72227	1	1	1	0.41756	0.38612	0.44287	0.56102	0.3402	0.23694	0.86687	0.088565	0.48143	0.36698	0.10522	0.31747	1	0.46534	0.41128	0.76058	0.46347	0.91482	0.27426	1	0.22521	0.37765	0.40794	1	0.38643	1	1	0.9499	1	0.40661	0.3118	0.52098	0.28013	0.30989	1	0.18069	0.22137	0.8514	0.58931	0.38096	0.21497	1	0.27253	0.43763	0.9046	1	0.62703	0.39371	0.47048	0.43802	1	0.26711	1	0.90714	0.17231	1	0.66472	1	1	0.35026	0.79847	0.29989	0.94416	0.16787	0.11003	1	0.95525	0.66631	0.37157	0.44297	0.35342	0.61024	1	0.74937	0.77658	1	0.61562	1	0.24815	0.88454	0.74774	0.29751	0.5404	1	0.33793	0.44878	1	0.23222	0.35632	1	0.98797	1
control2aerobic_Pae_G1a.CEL	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.97773	0.57071	0.6927	0.61923	0.29176	0.86087	0.50882	0.55291	0.89899	0.29075	0.2812	0.2636	0.66093	0.24634	0.33156	0.24847	0.31041	0.6644	0.33118	0.24956	0.26113	0.2855	0.72355	0.41951	0.37003	0.23036	0.18097	0.23166	0.74315	0.39435	0.55083	0.24004	0.63102	0.42136	0.65389	0.46751	1	0.94452	0.53575	0.9183	0.55909	0.56056	0.98142	0.29723	0.99122	0.72499	0.56124	0.21814	0.43894	0.18252	0.64219	0.46905	0.2835	0.88462	0.67524	0.41441	0.30493	0.85585	0.69319	0.81266	0.6658	0.77411	0.21942	0.48616	0.96387	0.22551	0.65804	0.60247	0.50926	1	0.41874	0.57256	0.99056	0.43066	0.7013	0.6303	0.49941	0.45917	0.9198	0.54765	0.54212	1	0.57	0.49076	0.61346	0.39607	0.36866	0.54781	0.73168	0.57865	0.43765	0.35192	1	0.2106	0.51731	0.80069	0.17334	0.40611	0.87173	0.26335	0.61755
GSM864518.CEL	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.97807	0.47059	0.90782	0.57315	0.38528	0.57743	1	0.83577	0.81669	0.39185	0.34653	0.28932	0.81951	0.55823	0.82635	0.24169	0.79707	0.36069	0.30853	0.044252	0.92179	0.84054	0.51767	0.51316	0.21946	0.42822	0.37679	0.083052	0.89429	0.38686	0.31514	0.098732	0.93883	0.16287	0.75525	0.82636	0.5244	0.90032	0.37724	0.46524	0.30212	0.31018	0.82948	0.64745	1	0.36286	0.64609	0.61782	0.37645	0.12955	0.84152	0.35854	0.51403	0.55727	0.69465	0.37356	0.40029	0.78438	0.32006	0.74165	0.16177	0.86314	0.26115	0.47213	1	0.25919	0.83126	0.70522	0.36658	0.79661	0.18409	0.45419	0.42833	1	0.77722	0.82773	0.51523	0.43349	0.57585	0.23578	0.66458	1	0.62161	0.65145	0.7596	0.51714	0.90589	0.18035	0.23845	0.70398	0.2856	0.43186	0.99779	0.53133	0.52234	0.93354	0.27081	0.42239	0.90516	1	0.64422
GSM717424.CEL	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.97809	0.55326	0.70866	0.71055	0.67518	0.48782	0.87323	0.45352	0.54745	0.40906	0.61272	0.59043	0.81593	0.20569	0.74111	0.40706	0.57891	0.50605	0.83834	0.2352	0.34712	0.4134	0.50177	0.52042	0.77879	0.57895	0.51411	0.43771	0.24464	0.47628	0.63395	0.76252	0.60709	0.52376	0.55747	0.42259	0.60278	0.80088	0.50106	0.73101	0.59033	0.61894	0.97813	0.72262	0.61069	0.67369	0.48718	0.76414	0.99686	0.38561	0.91609	0.59365	0.46466	0.39714	0.78471	0.72005	0.75931	0.56492	0.75533	0.76976	0.62709	0.93192	0.63537	0.48049	0.53283	0.56574	0.87189	0.4768	0.74844	0.40206	0.40865	0.84419	0.87143	0.42269	0.65891	0.48066	0.86845	0.76654	0.31507	0.90658	0.3141	0.45735	1	0.37778	0.56755	0.8306	0.68914	0.57271	0.59493	0.8677	0.38555	0.73328	0.56973	0.41602	0.77687	0.24896	0.49012	0.27751	0.62155	0.64359	0.613
GSM774121_CF333-1997a.CEL	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.97815	0.58636	1	0.24247	0.34061	1	1	0.55647	1	0.41885	0.44306	0.19313	0.4933	0.4739	0.24205	0.31499	0.15271	0.66347	0.3658	0.14378	0.20572	1	0.85579	0.33366	0.37634	0.17724	0.74655	0.20005	1	0.32818	0.47091	0.50574	1	0.32431	0.8856	1	0.69734	0.92488	0.47536	0.22545	0.5082	0.52672	0.94571	1	0.27252	0.20656	0.86121	0.54259	0.40011	0.22438	1	0.26558	0.38703	1	1	0.70276	0.32434	0.64655	0.52393	1	0.11008	1	0.38236	0.1493	1	0.46651	1	1	0.30749	0.78651	0.4409	0.75285	0.23781	0.35943	1	0.93823	0.92221	0.43287	0.41136	0.36158	0.73712	0.87744	0.90442	0.91755	0.9396	0.59005	0.94066	0.25249	0.46668	0.67486	0.29903	0.68888	0.96164	0.40373	0.50192	1	0.10044	0.32155	1	0.19758	1
GSM871970.CEL	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.97904	0.5595	0.66725	0.48189	0.41383	0.59352	0.71784	1	1	0.808	0.35522	0.56698	0.6877	0.43942	0.6978	0.35295	0.43583	0.35006	0.51114	0.25639	0.26574	0.79087	0.54441	0.3392	0.44497	0.39283	0.34651	0.3381	0.61781	0.48748	0.47983	0.38183	0.92559	0.38097	0.68669	0.58922	0.70808	0.87328	0.4867	0.66423	0.094541	0.6507	1	1	0.796	0.47946	0.43054	0.74617	1	0.21491	0.9653	0.49247	0.6942	0.87003	0.98514	0.77605	0.65618	0.86094	0.507	0.7664	0.28251	0.76771	0.43713	0.40456	1	0.66875	1	0.67227	0.50257	0.68667	0.44791	0.45774	0.32153	0.4815	0.60167	0.59503	0.48445	0.45898	0.30039	0.51025	0.84159	1	1	0.99221	0.90434	0.55899	0.83074	0.37261	0.92735	0.72989	0.64744	0.49604	1	0.67486	0.41694	0.75148	0.20338	0.22826	0.94591	0.59955	0.92448
GSM823343.CEL	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.97923	0.61783	1	0.65838	0.92602	0.49928	0.86454	0.49186	0.77681	0.90492	0.43703	0.78325	0.24404	0.39436	0	0.33278	0.0034755	0.78243	1	0.53503	0.28044	0.68693	0.60633	0.74834	0.66356	0.52782	0.56675	0.59254	0.43008	0.32979	0.64673	0.82712	0.49459	0.72595	0.40355	0.54501	0.65588	0.88093	0.61029	0.60231	0.78123	0.99752	0.88734	0.44002	0.31552	0.53216	0.73285	0.58194	0.68867	0.55902	0.99532	0.38712	0.04324	1	0.74625	0.83286	0.70983	0.62438	0.52474	1	0.32614	1	0.80635	0.17486	0.66628	0.83976	0.69594	0.59421	0.55246	0.82674	0.69988	0.94773	0.37271	0.75907	0.86202	0.51781	1	0.37362	0.31856	1	0.37382	0.75058	1	0.83621	0.63057	0.24206	0.80056	0.20901	0.53626	0.73817	0.028163	1	1	0.62714	0.029122	0.66847	0.38728	0.95195	0.68548	0.0063173	0.67919
H_3.CEL	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.9793	0.56067	1	0.48583	0.14189	0.21169	0.58403	0.053144	0.95501	0.31825	0.53633	1	0.77613	0.90401	0.49999	0.34666	0.30376	0.3767	0.84755	0.25329	0.43682	0.4976	0.45513	0.37822	0.35605	0.19866	1	0.48245	0.49697	0.35496	0.8685	0.58677	0.20349	0.68315	1	0.20468	0.67637	0.53742	0.29175	1	0.67021	0.70138	1	0.88561	0.3667	1	0.30451	0.81406	0.34015	0.15522	0.54772	0.29976	0.21508	0.67116	0.70204	0.14114	0.40667	0.75747	0.8848	1	0.25358	0.99177	0.59621	0.39573	0.38251	0.5874	0.65471	0.4515	0.1778	0.57556	0.31576	0.77763	0.21792	0.18474	0.61597	0.63722	1	0.29139	0.43953	0.73311	0.22816	0.53322	0.47773	0.20655	0.5935	0.78321	0.34229	0.37323	0.69381	0.6652	0.26949	1	0.59833	0.45537	0.2226	0.38434	0.72395	0.45608	0.68727	0.3107	0.78356
GSM1146022_pJN105_1.CEL	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.98058	0.67837	1	0.38894	0.71652	0.67321	1	0.12939	0.98519	0.40929	0.1655	0.34672	0.65551	0.23056	0.43237	0.76052	0.45712	0.48564	0.25672	0.13162	0.10726	1	0.26324	0.45361	0.23105	0.49472	0.39091	0.24106	1	0.21177	0.3163	0.352	1	0.34664	1	1	0.84995	1	0.58499	0.63633	0.32616	0.38808	1	1	0.78396	0.23479	1	0.67409	0.26179	0.17511	0.74267	0.19958	0.31578	0.62698	0.81262	0.46924	0.63319	0.43064	0.70674	1	0.20263	0.93805	0.80175	0.20641	1	0.84294	1	0.63769	0.31992	0.7992	0.54685	0.5961	0.29015	0.16644	0.93697	0.83374	0.45198	0.42571	0.47307	0.47384	0.69004	1	1	0.73484	1	0.78863	0.93491	0.23591	0.82797	1	0.50319	0.3042	1	0.45978	0.41084	1	0.2088	0.25937	0.92927	0.3527	1
GSM637574.CEL	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.98097	0.096201	0.082113	0.041274	0.34762	0.67016	0.68888	1	0.51351	0.20756	0.92994	0.30434	0.72867	0.36682	0.50158	0.23249	0.19282	0.66874	0.7096	0.4587	0.49391	0.9501	0.67852	0.81016	0.76018	0.65018	0.4988	0.54719	0.033511	0.45074	0.82657	0.76647	0.92932	0.16041	0.8865	0.32056	0.92954	0.24431	0.35111	0.83809	0.65569	0.60732	0.89876	0.86584	0.88615	0.79299	0.5312	0.41703	0.26286	0.27192	0.30786	1	0.28942	0.79483	1	0.19668	0.87386	0.91477	0.77295	0.72499	0.69584	0.43651	0.68428	0.54139	0.88595	0.57139	0.39344	0.53719	0.49929	0.8964	0.56639	1	0.71263	0.7726	0.46464	0.51916	0.58354	0.68194	0.52231	0.50103	0.49262	0.55565	0.63146	0.7198	0.76017	0.72899	0.48384	0.40632	0.91594	0.69589	0.71046	0.76487	0.058847	0.14245	0.60529	0.62409	0.20412	0.44483	0.61169	0.82116	0.749
GSM541646.CEL	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.98463	0.67986	0.9758	1	0.34974	0.74405	0.86574	0.94693	0.91435	0.77207	0.90932	0.58899	0.67184	0.38123	0.48229	0.37402	0.38613	0.4453	0.49867	0.3044	0.1786	0.4027	0.91371	0.55371	0.36229	0.74227	0.67555	0.47106	0.19449	0.6563	0.58346	0.48932	0.61382	0.67088	0.59193	0.39918	0.57265	1	0.53402	0.59442	0.32179	0.49314	0.60108	0.82475	1	0.71896	0.44598	0.72277	0.84363	0.3142	0.97094	0.61176	0.3417	0.87977	0.58155	0.32628	0.45013	0.74919	0.38791	0.8505	0.18442	0.97286	0.40391	0.24136	0.61722	0.30602	0.2414	0.87864	0.63978	0.73847	0.55479	1	0.54474	0.27232	0.66525	0.68751	0.78302	0.37965	0.65977	0.68465	0.61208	0.86414	0.85228	0.85292	1	0.57346	0.77698	0.36166	0.65189	0.8495	0.6325	0.74968	0.55249	0.5513	0.39052	0.82755	0.28097	0.36551	0.71106	0.47921	0.41603
Pae_Fe03_16.CEL	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.98499	0.10993	0.60885	0.83897	0.73802	0.51073	0.29265	0.78605	0.64043	0.43207	0.21854	0.22481	1	0.21596	0.91171	0.16639	0.52566	0.78143	0.65391	0.40004	0.76535	1	0.48858	0.52938	0.67114	0.69584	0.28518	0.39695	0.61468	0.1241	0.47952	1	0.62041	0.1474	0.85755	0.42317	0.31356	0.3404	0.78039	1	0.2876	0.66543	0.76614	1	0.55761	0.49825	0.58333	0.45608	0.95435	0.53173	0.37335	0.30046	0.43909	0.42795	0.79002	0.36301	0.76439	0.2338	0.85287	0.72378	0.63254	0.59438	0.31637	0.3705	0.006659	1	0.27929	0.5246	0.55114	1	0.60865	0.15753	0.99344	0.4593	0.66521	0.66432	0.89666	1	0.79759	0.98031	0.32756	0.46587	1	0.55579	0.48272	0.36745	0.41132	0.63392	0.98487	0.56708	1	0.20292	0.15015	0.34733	0.60471	0.40092	0.33563	0.31504	0.66357	0.70674	0.3474
GSM774130_CF333-2007a.CEL	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.98501	0.5437	1	0.22657	0.42194	0.96974	1	0.35803	1	0.40298	0.2867	0.12328	0.39175	0.51686	0.15025	0.27391	0.13738	0.62453	0.37272	0.16122	0.19391	0.9683	0.74804	0.41041	0.29151	0.26385	0.90616	0.14398	1	0.33529	0.46952	0.40148	1	0.33503	0.9109	1	0.7814	1	0.4131	0.42006	0.618	0.46507	0.76037	1	0.31042	0.23722	0.9912	0.48851	0.56242	0.2032	1	0.21742	0.29143	1	1	0.72973	0.33546	0.72784	0.59705	1	0.16413	1	0.39236	0.15497	1	0.53757	1	0.83944	0.2913	0.77758	0.29127	0.88931	0.25901	0.41903	0.80257	1	1	0.48082	0.78655	0.40445	0.8417	1	0.92986	1	0.91469	0.74354	0.95285	0.21273	0.61056	0.54615	0.23581	0.71113	1	0.45305	0.49028	1	0.076567	0.41084	1	0.10403	1
